id,type,document_type,last_modified_date,highlighted_content,withdrawn,agency_id,title,object_id,posted_date,links_self
VA-2020-VHA-0024-0024,comments,Public Submission,2020-11-13T13:28:28Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae1,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0024
VA-2020-VHA-0024-0025,comments,Public Submission,2020-11-13T13:28:29Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae2,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0025
VA-2020-VHA-0024-0026,comments,Public Submission,2020-11-13T13:28:29Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae5,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0026
VA-2020-VHA-0024-0027,comments,Public Submission,2020-11-13T13:28:30Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cadc,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0027
VA-2020-VHA-0024-0028,comments,Public Submission,2020-11-13T13:28:30Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae6,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0028
VA-2020-VHA-0024-0029,comments,Public Submission,2020-11-13T13:28:31Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cadd,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0029
VA-2020-VHA-0024-0030,comments,Public Submission,2020-11-13T13:28:31Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae9,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0030
VA-2020-VHA-0024-0031,comments,Public Submission,2020-11-13T13:28:31Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caea,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0031
VA-2020-VHA-0024-0032,comments,Public Submission,2020-11-13T13:28:32Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae7,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0032
VA-2020-VHA-0024-0033,comments,Public Submission,2020-11-13T13:28:32Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caeb,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0033
VA-2020-VHA-0024-0034,comments,Public Submission,2020-11-13T13:28:32Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cae8,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0034
VA-2020-VHA-0024-0035,comments,Public Submission,2020-11-13T13:28:33Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caec,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0035
VA-2020-VHA-0024-0036,comments,Public Submission,2020-11-13T13:28:33Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caf3,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0036
VA-2020-VHA-0024-0037,comments,Public Submission,2020-11-13T13:28:33Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caed,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0037
VA-2020-VHA-0024-0038,comments,Public Submission,2020-11-13T13:28:34Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caf5,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0038
VA-2020-VHA-0024-0039,comments,Public Submission,2020-11-13T13:28:34Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caf6,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0039
VA-2020-VHA-0024-0040,comments,Public Submission,2020-11-13T13:28:34Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caef,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0040
VA-2020-VHA-0024-0041,comments,Public Submission,2020-11-13T13:28:35Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495caf7,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0041
VA-2020-VHA-0024-0042,comments,Public Submission,2020-11-13T13:28:35Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb0e,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0042
VA-2020-VHA-0024-0043,comments,Public Submission,2020-11-13T13:28:35Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c75e,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0043
VA-2020-VHA-0024-0044,comments,Public Submission,2020-11-13T13:28:36Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb11,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0044
VA-2020-VHA-0024-0045,comments,Public Submission,2020-11-13T13:28:36Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c75f,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0045
VA-2020-VHA-0024-0046,comments,Public Submission,2020-11-13T13:28:37Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb17,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0046
VA-2020-VHA-0024-0047,comments,Public Submission,2020-11-13T13:28:37Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c760,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0047
VA-2020-VHA-0024-0048,comments,Public Submission,2020-11-13T13:28:38Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb19,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0048
VA-2020-VHA-0024-0049,comments,Public Submission,2020-11-13T13:28:38Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c761,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0049
VA-2020-VHA-0024-0050,comments,Public Submission,2020-11-13T13:28:38Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c762,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0050
VA-2020-VHA-0024-0051,comments,Public Submission,2020-11-13T13:28:39Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c77a,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0051
VA-2020-VHA-0024-0052,comments,Public Submission,2020-11-13T13:28:39Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c77b,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0052
VA-2020-VHA-0024-0053,comments,Public Submission,2020-11-13T13:28:39Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb1a,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0053
VA-2020-VHA-0024-0054,comments,Public Submission,2020-11-13T13:50:23Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c780,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0054
VA-2020-VHA-0024-0055,comments,Public Submission,2020-11-13T13:50:24Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c781,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0055
VA-2020-VHA-0024-0056,comments,Public Submission,2020-11-13T13:50:24Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb1d,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0056
VA-2020-VHA-0024-0057,comments,Public Submission,2020-11-13T13:50:24Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c782,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0057
VA-2020-VHA-0024-0058,comments,Public Submission,2020-11-13T13:50:24Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb1e,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0058
VA-2020-VHA-0024-0059,comments,Public Submission,2020-11-13T13:50:25Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cb1f,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0059
VA-2020-VHA-0024-0060,comments,Public Submission,2020-11-13T14:15:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cbf7,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0060
VA-2020-VHA-0024-0061,comments,Public Submission,2020-11-13T14:15:44Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c814,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0061
VA-2020-VHA-0024-0062,comments,Public Submission,2020-11-13T14:15:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c815,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0062
VA-2020-VHA-0024-0063,comments,Public Submission,2020-11-13T14:15:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cbfc,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0063
VA-2020-VHA-0024-0064,comments,Public Submission,2020-11-13T14:15:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cbfb,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0064
VA-2020-VHA-0024-0065,comments,Public Submission,2020-11-13T14:15:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c8a9,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0065
VA-2020-VHA-0024-0066,comments,Public Submission,2020-11-13T14:15:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c8aa,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0066
VA-2020-VHA-0024-0067,comments,Public Submission,2020-11-13T14:15:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cbfd,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0067
VA-2020-VHA-0024-0068,comments,Public Submission,2020-11-13T14:15:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc73,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0068
VA-2020-VHA-0024-0069,comments,Public Submission,2020-11-13T14:15:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495c8ab,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0069
VA-2020-VHA-0024-0070,comments,Public Submission,2020-11-13T14:15:48Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc75,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0070
VA-2020-VHA-0024-0071,comments,Public Submission,2020-11-13T14:26:19Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc77,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0071
VA-2020-VHA-0024-0072,comments,Public Submission,2020-11-13T14:26:19Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc78,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0072
VA-2020-VHA-0024-0073,comments,Public Submission,2020-11-13T14:26:20Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc79,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0073
VA-2020-VHA-0024-0074,comments,Public Submission,2020-11-13T14:26:21Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd18,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0074
VA-2020-VHA-0024-0075,comments,Public Submission,2020-11-13T14:26:22Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cc7b,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0075
VA-2020-VHA-0024-0077,comments,Public Submission,2020-11-13T18:46:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdbc,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0077
VA-2020-VHA-0024-0078,comments,Public Submission,2020-11-13T18:46:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdbd,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0078
VA-2020-VHA-0024-0079,comments,Public Submission,2020-11-13T18:46:44Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd65,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0079
VA-2020-VHA-0024-0080,comments,Public Submission,2020-11-13T18:46:44Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd66,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0080
VA-2020-VHA-0024-0081,comments,Public Submission,2020-11-13T18:46:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd67,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0081
VA-2020-VHA-0024-0082,comments,Public Submission,2020-11-13T18:46:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdbe,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0082
VA-2020-VHA-0024-0083,comments,Public Submission,2020-11-13T18:46:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdbf,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0083
VA-2020-VHA-0024-0084,comments,Public Submission,2020-11-13T18:46:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd68,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0084
VA-2020-VHA-0024-0085,comments,Public Submission,2020-11-13T18:46:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdc0,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0085
VA-2020-VHA-0024-0086,comments,Public Submission,2020-11-13T18:46:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cd69,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0086
VA-2020-VHA-0024-0087,comments,Public Submission,2020-11-13T18:46:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdc6,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0087
VA-2020-VHA-0024-0088,comments,Public Submission,2020-11-13T18:46:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdc7,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0088
VA-2020-VHA-0024-0089,comments,Public Submission,2020-11-13T18:46:48Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdee,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0089
VA-2020-VHA-0024-0090,comments,Public Submission,2020-11-13T18:46:48Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdef,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0090
VA-2020-VHA-0024-0091,comments,Public Submission,2020-11-13T18:46:49Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdcf,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0091
VA-2020-VHA-0024-0092,comments,Public Submission,2020-11-13T18:46:49Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce0c,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0092
VA-2020-VHA-0024-0093,comments,Public Submission,2020-11-13T18:46:50Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdf1,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0093
VA-2020-VHA-0024-0094,comments,Public Submission,2020-11-13T18:46:50Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce0d,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0094
VA-2020-VHA-0024-0095,comments,Public Submission,2020-11-13T18:46:51Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdf2,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0095
VA-2020-VHA-0024-0096,comments,Public Submission,2020-11-13T18:46:52Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cdf3,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0096
VA-2020-VHA-0024-0097,comments,Public Submission,2020-11-13T18:46:52Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce0e,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0097
VA-2020-VHA-0024-0098,comments,Public Submission,2020-11-13T18:46:52Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce81,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0098
VA-2020-VHA-0024-0099,comments,Public Submission,2020-11-13T18:46:53Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce82,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0099
VA-2020-VHA-0024-0100,comments,Public Submission,2020-11-13T18:46:53Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce39,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0100
VA-2020-VHA-0024-0101,comments,Public Submission,2020-11-13T18:46:54Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce83,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0101
VA-2020-VHA-0024-0102,comments,Public Submission,2020-11-13T18:46:54Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce84,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0102
VA-2020-VHA-0024-0103,comments,Public Submission,2020-11-13T18:46:55Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce85,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0103
VA-2020-VHA-0024-0104,comments,Public Submission,2020-11-13T18:46:55Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce88,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0104
VA-2020-VHA-0024-0105,comments,Public Submission,2020-11-13T18:46:56Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce89,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0105
VA-2020-VHA-0024-0106,comments,Public Submission,2020-11-13T18:46:56Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cecc,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0106
VA-2020-VHA-0024-0107,comments,Public Submission,2020-11-13T18:46:57Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce93,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0107
VA-2020-VHA-0024-0108,comments,Public Submission,2020-11-13T18:46:57Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce94,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0108
VA-2020-VHA-0024-0109,comments,Public Submission,2020-11-13T18:46:58Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495ce95,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0109
VA-2020-VHA-0024-0110,comments,Public Submission,2020-11-13T18:46:58Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648495cecd,2020-11-13T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-0110
